Potencia
100 bhp
100.6 bhp
101 bhp
102 bhp
102.5 bhp
102.53 bhp
102.57 bhp
103 bhp
103.2 bhp
103.25 bhp
103.3 bhp
103.5 bhp
103.52 bhp
103.6 bhp
104 bhp
104.68 bhp
105 bhp
105.5 bhp
106 bhp
107.2 bhp
107.3 bhp
108.4 bhp
108.45 bhp
108.49 bhp
108.495 bhp
108.5 bhp
108.62 bhp
110 bhp
110.4 bhp
110.5 bhp
112 bhp
112.2 bhp
112.4 bhp
113.98 bhp
114 bhp
114.4 bhp
115 bhp
116.3 bhp
116.4 bhp
116.6 bhp
116.9 bhp
117.3 bhp
118 bhp
118.3 bhp
118.6 bhp
120 bhp
120.33 bhp
120.7 bhp
121.3 bhp
121.36 bhp
121.4 bhp
122 bhp
123.24 bhp
123.37 bhp
123.7 bhp
125 bhp
126.2 bhp
126.24 bhp
126.3 bhp
126.32 bhp
127 bhp
130 bhp
130.2 bhp
130.3 bhp
132 bhp
134 bhp
135.1 bhp
136 bhp
138 bhp
138.02 bhp
138.03 bhp
138.08 bhp
138.1 bhp
139.01 bhp
139.07 bhp
140 bhp
140.8 bhp
141 bhp
141.1 bhp
142 bhp
143 bhp
144 bhp
147.5 bhp
147.51 bhp
147.6 bhp
147.8 bhp
147.9 bhp
148 bhp
148.31 bhp
149.92 bhp
150 bhp
152 bhp
152.88 bhp
153.86 bhp
154 bhp
155 bhp
156 bhp
157.7 bhp
157.75 bhp
157.8 bhp
158 bhp
158.2 bhp
158.8 bhp
160 bhp
161.6 bhp
162 bhp
163 bhp
163.2 bhp
163.5 bhp
163.7 bhp
164.7 bhp
165 bhp
167.6 bhp
167.62 bhp
167.7 bhp
168 bhp
168.5 bhp
168.7 bhp
169 bhp
170 bhp
171 bhp
171.5 bhp
174.3 bhp
174.33 bhp
174.5 bhp
174.57 bhp
175.56 bhp
175.67 bhp
177 bhp
177.01 bhp
177.46 bhp
177.5 bhp
177.6 bhp
178 bhp
178.4 bhp
179.5 bhp
180 bhp
181 bhp
181.03 bhp
181.04 bhp
181.43 bhp
183 bhp
184 bhp
185 bhp
186 bhp
187.4 bhp
187.7 bhp
187.74 bhp
189 bhp
189.08 bhp
190 bhp
191.34 bhp
192 bhp
193.1 bhp
194 bhp
194.3 bhp
197 bhp
197.2 bhp
198.25 bhp
198.5 bhp
199.3 bhp
200 bhp
201 bhp
201.1 bhp
201.15 bhp
203 bhp
203.2 bhp
204 bhp
207.8 bhp
208 bhp
210 bhp
215 bhp
218 bhp
224 bhp
224.34 bhp
226.6 bhp
227 bhp
231.1 bhp
235 bhp
236 bhp
237.4 bhp
240 bhp
241 bhp
241.38 bhp
241.4 bhp
245 bhp
246.7 bhp
246.74 bhp
250 bhp
254 bhp
254.79 bhp
254.8 bhp
255 bhp
258 bhp
261 bhp
261.49 bhp
261.5 bhp
262.6 bhp
265 bhp
270.88 bhp
270.9 bhp
271.23 bhp
271.72 bhp
272 bhp
281.61 bhp
282 bhp
300 bhp
301.73 bhp
306 bhp
308 bhp
308.43 bhp
313 bhp
320 bhp
321 bhp
333 bhp
335.2 bhp
335.3 bhp
34.2 bhp
340 bhp
35 bhp
35.5 bhp
362.07 bhp
362.9 bhp
364.9 bhp
367 bhp
37 bhp
37.48 bhp
37.5 bhp
38.4 bhp
382 bhp
387.3 bhp
394.3 bhp
395 bhp
40.3 bhp
402 bhp
41 bhp
421 bhp
444 bhp
450 bhp
46.3 bhp
47 bhp
47.3 bhp
48.21 bhp
488.1 bhp
500 bhp
503 bhp
52.8 bhp
53 bhp
53.3 bhp
53.5 bhp
53.64 bhp
55 bhp
55.2 bhp
55.23 bhp
550 bhp
552 bhp
56.3 bhp
560 bhp
57.5 bhp
57.6 bhp
58.16 bhp
58.2 bhp
58.33 bhp
60 bhp
61 bhp
62 bhp
62.1 bhp
63 bhp
63.1 bhp
63.12 bhp
64 bhp
64.08 bhp
64.1 bhp
65 bhp
65.3 bhp
66 bhp
66.1 bhp
66.7 bhp
67 bhp
67.04 bhp
67.05 bhp
67.06 bhp
67.1 bhp
68 bhp
68.05 bhp
68.1 bhp
69 bhp
69.01 bhp
70 bhp
70.02 bhp
71 bhp
71.01 bhp
73 bhp
73.74 bhp
73.75 bhp
73.8 bhp
73.9 bhp
73.94 bhp
73.97 bhp
74 bhp
74.9 bhp
74.93 bhp
74.96 bhp
75 bhp
75.94 bhp
76 bhp
76.8 bhp
76.9 bhp
77 bhp
78 bhp
78.9 bhp
79.4 bhp
80 bhp
80.46 bhp
80.9 bhp
81.80 bhp
81.83 bhp
81.86 bhp
82 bhp
82.4 bhp
82.5 bhp
82.85 bhp
82.9 bhp
83 bhp
83.1 bhp
83.11 bhp
83.14 bhp
83.8 bhp
83.83 bhp
84 bhp
84.8 bhp
85 bhp
85.7 bhp
85.8 bhp
85.80 bhp
86.7 bhp
86.76 bhp
86.79 bhp
86.8 bhp
87.2 bhp
88 bhp
88.2 bhp
88.5 bhp
88.50 bhp
88.7 bhp
88.73 bhp
88.76 bhp
88.8 bhp
89.75 bhp
89.84 bhp
90 bhp
91.1 bhp
91.2 bhp
91.7 bhp
91.72 bhp
92 bhp
92.7 bhp
93 bhp
93.7 bhp
94 bhp
94.68 bhp
95 bhp
97.6 bhp
97.7 bhp
98.59 bhp
98.6 bhp
98.79 bhp
98.82 bhp
98.96 bhp
99 bhp
99.6 bhp
